c0,c1,c2,l,k,s,etaH,etaR,eta0,etaTau,etaM,maxBHP,SFOC0,SFOC1,SFOC2
-1.07E-04,7.44E-06,4.23E-06,284,0,15301,0.85,1,0.8,1,1,41000,191.66,-45.578,25.514
